category,moduleId,moduleTitle,assessmentType,form,questionId,pairedQuestionId,competencyId,bloomLevel,difficulty,prompt,optionA,optionB,optionC,optionD,correctAnswerLetter,correctAnswerText,rationale,sourceReferences,validationStatus
"foundations","foundations-what-is-pattern","What is a design pattern?","formal","B","foundations-what-is-pattern:B4","foundations-what-is-pattern:A4","pattern-vs-other-concepts","understand","moderate","Which statement correctly contrasts a pattern with a data structure?","They are the same thing","A data structure is always a pattern","A pattern arranges classes/responsibilities for a design problem; a data structure organizes data for access","A pattern can be used only once","C","A pattern arranges classes/responsibilities for a design problem; a data structure organizes data for access","A pattern arranges classes/responsibilities for a design problem; a data structure organizes data for access/storage. They are not the same, and a pattern is reusable.","CodiNeo Foundations module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns, ch. 1","pilot-reviewed"
"foundations","foundations-what-is-pattern","What is a design pattern?","formal","B","foundations-what-is-pattern:B5","foundations-what-is-pattern:A5","pattern-adoption-value","apply","moderate","Two teams independently arrive at the same class arrangement for the same problem. Recognizing this as a known pattern most directly helps them ___.","reduce CPU usage","share vocabulary and reuse a proven solution","avoid writing any classes","skip code review","B","share vocabulary and reuse a proven solution","Recognising a shared pattern lets the teams share vocabulary and reuse a proven solution. It does not reduce CPU usage, avoid classes, or skip review.","CodiNeo Foundations module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns, ch. 1","pilot-reviewed"
"foundations","foundations-what-is-pattern","What is a design pattern?","in-module","","foundations-what-is-pattern:remembering","","pattern-definition","remembering","easy","In this module, a design pattern is described as ___.","a named, reusable solution to a recurring object-oriented design problem","a library you install to avoid writing code","a compiler setting that speeds up builds","a block of code you copy and paste unchanged","A","a named, reusable solution to a recurring object-oriented design problem","A design pattern is a named, reusable solution to a recurring design problem — not a library, a compiler flag, or copy-paste code.","CodiNeo Foundations module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns, ch. 1","draft"
"foundations","foundations-what-is-pattern","What is a design pattern?","in-module","","foundations-what-is-pattern:understanding","","pattern-not-code","understanding","moderate","Why is a design pattern NOT the same as a framework or a code snippet?","Because it is always slower than handwritten code","Because it describes a proven way to organise classes and responsibilities, which you adapt to your own code","Because it can only be used once per program","Because it must be written in C++","B","Because it describes a proven way to organise classes and responsibilities, which you adapt to your own code","A pattern is a reusable design approach you adapt, not concrete shippable code or a framework you install.","CodiNeo Foundations module content","draft"
"foundations","foundations-what-is-pattern","What is a design pattern?","in-module","","foundations-what-is-pattern:applying","","pattern-recognise-use","applying","moderate","A teammate says “let’s reuse the proven house-design idea for our recurring object-creation problem.” What are they proposing to apply?","A faster compiler","A copy of another company’s source code","A design pattern — a named, proven solution shape for that recurring problem","A new programming language","C","A design pattern — a named, proven solution shape for that recurring problem","Reusing a proven, named solution shape for a recurring design problem is exactly applying a design pattern.","CodiNeo Foundations module content","draft"
"foundations","foundations-why-matters","Why design patterns matter","formal","A","foundations-why-matters:A1","foundations-why-matters:B1","why-patterns-matter","remember","easy","What is the main practical benefit of a shared design-pattern vocabulary on a team?","It lets a recognised name stand in for a paragraph of structural explanation","It makes the compiled program run faster","It removes the need for any code comments","It guarantees the code has no bugs","A","It lets a recognised name stand in for a paragraph of structural explanation","Pattern names are a communication tool: one agreed term conveys a known structure and intent, shortening design discussion and review. They do not affect runtime speed or correctness.","CodiNeo Foundations module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns, ch. 1","draft"
"foundations","foundations-why-matters","Why design patterns matter","formal","A","foundations-why-matters:A2","foundations-why-matters:B2","why-patterns-matter","understand","moderate","Why does recognising a pattern in existing code help a reviewer?","It proves the code is the fastest possible implementation","It lets the reviewer infer intent and expected structure quickly, focusing review on real risks","It means the code needs no tests","It shows the author used the newest language features","B","It lets the reviewer infer intent and expected structure quickly, focusing review on real risks","Recognising intent lets the reviewer reason about responsibilities and collaborations instead of re-deriving them, so attention goes to genuine risks. It says nothing about speed, tests, or language features.","CodiNeo Foundations module content","draft"
"foundations","foundations-why-matters","Why design patterns matter","formal","A","foundations-why-matters:A3","foundations-why-matters:B3","why-patterns-matter","understand","moderate","Which statement best explains a limitation of patterns?","A pattern guarantees the design is correct for every problem","Patterns can only be used in object-oriented languages","Applying a pattern where it is not needed can add complexity without benefit","Patterns make code impossible to refactor later","C","Applying a pattern where it is not needed can add complexity without benefit","Patterns are solutions to specific recurring problems; forcing one where the problem is absent adds indirection and complexity for no gain. They are not universally correct, are not OO-exclusive, and do not block refactoring.","CodiNeo Foundations module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns, ch. 1","draft"
"foundations","foundations-why-matters","Why design patterns matter","formal","B","foundations-why-matters:B1","foundations-why-matters:A1","why-patterns-matter","remember","easy","Two engineers say “let’s use the Observer here.” What has the pattern name primarily given them?","A faster program at runtime","A guarantee the feature is bug-free","A way to skip writing the class entirely","A shared, compact way to communicate a known structure and intent","D","A shared, compact way to communicate a known structure and intent","The value is communication: the name conveys an agreed structure/intent so the team need not spell it out. It does not change runtime behaviour, remove bugs, or avoid implementation.","CodiNeo Foundations module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns, ch. 1","draft"
"foundations","foundations-why-matters","Why design patterns matter","formal","B","foundations-why-matters:B2","foundations-why-matters:A2","why-patterns-matter","understand","moderate","A new hire reads a module and recognises a familiar pattern. How does that most help them?","They can predict the responsibilities and collaborations without re-reading every line","They no longer need to run the test suite","They can be sure it is the most efficient code possible","They know it uses the latest standard-library features","A","They can predict the responsibilities and collaborations without re-reading every line","Recognition transfers prior knowledge of the pattern’s roles and interactions, speeding comprehension. It does not imply optimal performance, remove the need for tests, or indicate language features.","CodiNeo Foundations module content","draft"
"foundations","foundations-why-matters","Why design patterns matter","formal","B","foundations-why-matters:B3","foundations-why-matters:A3","why-patterns-matter","understand","moderate","When can adopting a design pattern be the wrong choice?","When the team already understands the pattern","When the underlying recurring problem the pattern solves is not actually present","Whenever the language supports inheritance","When the code must be unit tested","B","When the underlying recurring problem the pattern solves is not actually present","A pattern earns its complexity only when its target problem exists; applying it speculatively adds indirection without benefit. Team familiarity, inheritance support, and testing are not reasons to avoid it.","CodiNeo Foundations module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns, ch. 1","draft"
"foundations","foundations-why-matters","Why design patterns matter","in-module","","foundations-why-matters:remembering","","why-benefits","remembering","easy","According to the module, which is a benefit of using design patterns?","Teams gain a shared vocabulary and code is easier to maintain","Code becomes harder to reuse","Every class must inherit from one base","Builds always run faster","A","Teams gain a shared vocabulary and code is easier to maintain","Patterns make code easier to reuse/maintain and give teams a shared vocabulary; they are not about build speed or forced inheritance.","CodiNeo Foundations module content","draft"
"foundations","foundations-why-matters","Why design patterns matter","in-module","","foundations-why-matters:understanding","","why-vocabulary","understanding","moderate","Why does naming a recognisable pattern help during code review?","It removes the need to compile the code","It guarantees the code has no bugs","It lets the reviewer grasp the design intent quickly without re-deriving it from scratch","It hides the code from other developers","C","It lets the reviewer grasp the design intent quickly without re-deriving it from scratch","A recognised pattern name communicates intent quickly so reviewers understand the design without re-deriving it; it does not prove correctness.","CodiNeo Foundations module content","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","A","creational-abstract-factory:A1","creational-abstract-factory:B1","af-intent","remember","easy","What is the intent of the Abstract Factory pattern?","Provide an interface for creating families of related objects without naming their concrete classes","Ensure a single instance","Copy an existing object","Add behaviour to an object dynamically","A","Provide an interface for creating families of related objects without naming their concrete classes","Abstract Factory creates families of related products behind one interface, hiding concrete classes. The distractors are Singleton, Prototype, and Decorator.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Creational module content","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","A","creational-abstract-factory:A2","creational-abstract-factory:B2","af-understand","understand","moderate","How does Abstract Factory differ from Factory Method?","It is identical to Factory Method","It creates a single product, while Factory Method creates families","It creates whole families of related products, while Factory Method creates one product via subclass override","It only applies to Singletons","C","It creates whole families of related products, while Factory Method creates one product via subclass override","Abstract Factory builds families of related products together; Factory Method defers one product’s creation to a subclass. They are not identical.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","A","creational-abstract-factory:A3","creational-abstract-factory:B3","af-select","apply","moderate","A UI toolkit must produce matching widgets (button, checkbox, menu) per theme, guaranteed to belong to the same look-and-feel. Which pattern fits?","Prototype","Singleton","Method Chaining","Abstract Factory","D","Abstract Factory","Producing a coherent family of related widgets per theme is Abstract Factory; the distractors do not enforce matching families.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","A","creational-abstract-factory:A4","creational-abstract-factory:B4","af-identify","analyze","difficult","Examine:  struct GuiFactory { virtual Button* makeButton() = 0; virtual Checkbox* makeCheckbox() = 0; };  Which pattern is this interface part of?","Factory Method","Builder","Abstract Factory","Prototype","C","Abstract Factory","One factory interface with multiple create methods for related products (Button + Checkbox) is Abstract Factory; a single create method would be Factory Method.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; Nesteruk (2022), Design Patterns in Modern C++","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","A","creational-abstract-factory:A5","creational-abstract-factory:B5","af-evaluate","evaluate","difficult","A concrete WinFactory implements makeButton() returning a WinButton but makeCheckbox() returns a MacCheckbox. Does this honor Abstract Factory’s intent?","Yes — any concrete returns are fine","Yes — provided both compile","No — Abstract Factory forbids more than one product","No — a concrete factory must return products from one consistent family; mixing Win and Mac breaks the family guarantee","D","No — a concrete factory must return products from one consistent family; mixing Win and Mac breaks the family guarantee","Abstract Factory’s value is that one concrete factory yields a matching family; returning a Mac checkbox from a Windows factory violates that guarantee.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","B","creational-abstract-factory:B1","creational-abstract-factory:A1","af-intent","remember","easy","Abstract Factory is best described as a pattern that ___.","guarantees one global instance","clones a configured instance","creates families of related objects behind one interface, hiding concrete types","assembles one object via ordered steps","C","creates families of related objects behind one interface, hiding concrete types","Abstract Factory produces related product families through one interface. The distractors are Singleton, Prototype, and Builder.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Creational module content","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","B","creational-abstract-factory:B2","creational-abstract-factory:A2","af-understand","understand","moderate","Which statement correctly contrasts Abstract Factory with Factory Method?","Abstract Factory makes one product; Factory Method makes families","They are the same pattern","Abstract Factory only works with Singletons","Abstract Factory creates a family of related products; Factory Method creates a single product via an overridden method","D","Abstract Factory creates a family of related products; Factory Method creates a single product via an overridden method","Abstract Factory creates coherent families; Factory Method creates one product through a subclass override. The other options invert or conflate them.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","B","creational-abstract-factory:B3","creational-abstract-factory:A3","af-select","apply","moderate","A cross-platform app must create matching sets of UI controls for either Windows or macOS, never mixing them. Which pattern is most appropriate?","Abstract Factory","Prototype","Singleton","Adapter","A","Abstract Factory","Creating a coherent, non-mixed family per platform is Abstract Factory; the distractors do not enforce family coherence.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","B","creational-abstract-factory:B4","creational-abstract-factory:A4","af-identify","analyze","difficult","Examine:  struct WinFactory : GuiFactory { Button* makeButton() override { return new WinButton(); } Checkbox* makeCheckbox() override { return new WinCheckbox(); } };  Which pattern does this concrete class participate in?","Builder","Prototype","Singleton","Abstract Factory","D","Abstract Factory","A concrete factory implementing several related create methods to return one consistent family (WinButton + WinCheckbox) is Abstract Factory.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; Nesteruk (2022), Design Patterns in Modern C++","draft"
"creational","creational-abstract-factory","Abstract Factory","formal","B","creational-abstract-factory:B5","creational-abstract-factory:A5","af-evaluate","evaluate","difficult","A team replaces two separate makeButton()/makeCheckbox() factory methods with one makeWidget(string kind) switch returning new-ed widgets. Is this still Abstract Factory?","Yes — it is unchanged","No — collapsing related product methods into a string switch loses the typed family interface that defines Abstract Factory","Yes — provided the class is named Factory","No — Abstract Factory requires Singletons","B","No — collapsing related product methods into a string switch loses the typed family interface that defines Abstract Factory","Abstract Factory relies on a typed interface of related create methods producing a coherent family; a single stringly-typed switch discards that structure.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; Nesteruk (2022), Design Patterns in Modern C++","draft"
"creational","creational-abstract-factory","Abstract Factory","in-module","","creational-abstract-factory:remembering","","af-intent","remembering","easy","What does an Abstract Factory provide through its interface?","A single shared instance reached globally","A set of methods that create a whole matching family of related objects","A copy of an existing configured object","A terminal step that returns one finished object","B","A set of methods that create a whole matching family of related objects","Abstract Factory exposes one interface whose methods create a coherent family of related products. The distractors describe Singleton, Prototype, and Builder.","CodiNeo Creational module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-abstract-factory","Abstract Factory","in-module","","creational-abstract-factory:understanding","","af-understand","understanding","moderate","How does Abstract Factory differ from a pattern where a subclass overrides one method to choose a single concrete product?","It is the same pattern under a different name","It only works when the products are Singletons","It defines an interface that creates a coordinated family of several related products, not just one product","It forbids the use of inheritance","C","It defines an interface that creates a coordinated family of several related products, not just one product","Abstract Factory creates a family of related products together; deferring one product’s creation to a subclass override is Factory Method. They are distinct.","CodiNeo Creational module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-abstract-factory","Abstract Factory","in-module","","creational-abstract-factory:applying","","af-select","applying","moderate","A document editor must render either a ""Light"" or ""Dark"" theme, and within a chosen theme the toolbar, scrollbar, and tooltip must all match — never a light scrollbar with a dark toolbar. Which approach fits?","Provide one interface that creates a matching family of related controls per theme","Keep a single global instance of the toolbar","Clone a pre-configured tooltip for each control","Assemble each control through ordered steps","A","Provide one interface that creates a matching family of related controls per theme","Guaranteeing a coherent, non-mixed family of related products per theme is Abstract Factory; the distractors describe Singleton, Prototype, and Builder.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Creational module content","draft"
"creational","creational-abstract-factory","Abstract Factory","in-module","","creational-abstract-factory:analyzing","","af-identify","analyzing","difficult","Examine:  struct DbFactory { virtual Connection* connect() = 0; virtual Command* command() = 0; virtual Reader* reader() = 0; };  Which pattern is this interface part of?","Factory Method","Builder","Prototype","Abstract Factory","D","Abstract Factory","One interface declaring several create methods for related products (Connection, Command, Reader) that a concrete factory implements as a coherent family is Abstract Factory; a single create method would be Factory Method.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; Nesteruk (2022), Design Patterns in Modern C++","draft"
"creational","creational-abstract-factory","Abstract Factory","in-module","","creational-abstract-factory:evaluating","","af-evaluate","evaluating","difficult","A concrete MySqlFactory implements connect() returning a MySqlConnection but command() returns a PostgresCommand. Does this honor Abstract Factory’s intent?","Yes — any concrete return types are acceptable","No — a concrete factory must return products from one consistent family; mixing MySQL and Postgres breaks the family guarantee","Yes — provided both types compile together","No — Abstract Factory is limited to a single product method","B","No — a concrete factory must return products from one consistent family; mixing MySQL and Postgres breaks the family guarantee","The value of Abstract Factory is that one concrete factory yields a matching family; returning a Postgres command from a MySQL factory violates that coherence guarantee.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-builder","Builder","formal","A","creational-builder:A1","creational-builder:B1","builder-intent","remember","easy","What is the primary intent of the Builder pattern?","Separate the construction of a complex object from its representation, so the same process can create different representations","Ensure a class has only one instance","Convert one interface into another","Notify dependents when state changes","A","Separate the construction of a complex object from its representation, so the same process can create different representations","Builder separates constructing a complex object from its representation so one process can yield different representations. The distractors describe Singleton, Adapter, and Observer.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","A","creational-builder:A2","creational-builder:B2","builder-construction-organization","understand","moderate","How does the Builder pattern typically organize object construction?","By making all fields public and setting them directly","By using a single giant constructor with many parameters","Through a sequence of step methods that assemble parts, then a final build step","By cloning an existing instance","C","Through a sequence of step methods that assemble parts, then a final build step","Builder assembles parts via step methods then a final build step, avoiding public mutable fields, telescoping constructors, and cloning.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","A","creational-builder:A3","creational-builder:B3","builder-select-for-requirement","apply","moderate","A system must assemble configuration objects through a series of optional, ordered steps and produce several different final representations from the same steps. Which pattern best fits?","Singleton","Builder","Adapter","Observer","B","Builder","Optional, ordered steps producing different final representations is Builder’s core use case; Singleton, Adapter, and Observer solve unrelated problems.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","A","creational-builder:A4","creational-builder:B4","builder-identify-from-structure","analyze","difficult","A class exposes addPart()/setX() methods that each return the same object, plus a final build() that returns the assembled product; no part is exposed until build(). Which pattern does this structure indicate?","Prototype","Facade","Composite","Builder","D","Builder","Chained part-adding methods returning the same object plus a terminal build() that first exposes the product is Builder’s structural signature.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","A","creational-builder:A5","creational-builder:B5","builder-evaluate-tradeoff","evaluate","difficult","An object has many optional parameters and must remain immutable after creation. Which is more appropriate, and why — a step-based assembler that returns a finished product, or a telescoping set of constructors?","The step-based assembler — it handles optional parameters cleanly and yields an immutable result","Telescoping constructors — they are always clearer","Neither; expose public setters instead","A single global instance","A","The step-based assembler — it handles optional parameters cleanly and yields an immutable result","For many optional parameters plus immutability, a step assembler returning a finished product is clearest and preserves immutability; telescoping constructors and setters do not.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","B","creational-builder:B1","creational-builder:A1","builder-intent","remember","easy","The Builder pattern is mainly used to ___.","guarantee a single instance","construct a complex object step by step, allowing different final representations","wrap an incompatible interface","define a family of related products","B","construct a complex object step by step, allowing different final representations","Builder constructs a complex object step by step, allowing different representations. The distractors describe Singleton, Adapter, and Abstract Factory.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","B","creational-builder:B2","creational-builder:A2","builder-construction-organization","understand","moderate","Why does Builder separate a step sequence from the part-assembly?","To make the object a singleton","To avoid writing any classes","To convert interfaces","So the same construction sequence can yield different representations while construction details stay encapsulated","D","So the same construction sequence can yield different representations while construction details stay encapsulated","Separating the step sequence from assembly lets one sequence yield different representations while hiding construction details — Builder’s rationale.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","B","creational-builder:B3","creational-builder:A3","builder-select-for-requirement","apply","moderate","A report generator must build documents through configurable, ordered steps and emit them as PDF or HTML from the same steps. Which pattern is most appropriate?","Strategy","Proxy","Builder","Flyweight","C","Builder","Configurable ordered steps emitting PDF or HTML from one process is Builder; Strategy, Proxy, and Flyweight address different concerns.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","B","creational-builder:B4","creational-builder:A4","builder-identify-from-structure","analyze","difficult","You see a fluent class whose methods return *this to chain calls and a terminal build() that produces the final object only at the end. Which pattern is this structural evidence of?","Builder","Decorator","State","Mediator","A","Builder","A fluent class returning *this to chain calls with a terminal build() is structural evidence of Builder; the distractors have different shapes.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","formal","B","creational-builder:B5","creational-builder:A5","builder-evaluate-tradeoff","evaluate","difficult","A complex object needs many optional fields and must be validated once, fully assembled. Which approach better meets ""assemble incrementally, validate on completion"" — a step assembler with a final build, or setting fields directly after construction?","Direct field setting after construction","A step assembler with a final build/validate step","A global mutable instance","Cloning a prototype each time","B","A step assembler with a final build/validate step","Incremental assembly with validation on completion is met by a step assembler with a final build/validate step; direct setters, globals, and cloning do not.","Gamma et al. (1994), Design Patterns — Builder; Nesteruk (2022), Design Patterns in Modern C++ — Builder","pilot-reviewed"
"creational","creational-builder","Builder","in-module","","creational-builder:remembering","","builder-intent","remembering","easy","In the custom-pizza analogy, what does the Builder ultimately do at the end of the steps?","Guarantees only one pizza ever exists","Copies an already-finished pizza","Produces a matching set of related pizzas","Returns the finished object after the parts have been set one at a time","D","Returns the finished object after the parts have been set one at a time","Builder assembles a complex object piece by piece and a terminal step returns the finished result, like saying ""done"" to get the completed pizza. The distractors are Singleton, Prototype, and Abstract Factory.","CodiNeo Creational module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-builder","Builder","in-module","","creational-builder:understanding","","builder-understand","understanding","moderate","Why is Builder preferred over a constructor that takes a long list of arguments for a complex object?","Because constructors cannot allocate memory","Because naming each part through separate steps makes the construction readable and lets optional parts be omitted","Because Builder guarantees the object is a Singleton","Because Builder removes the need for the object to have any fields","B","Because naming each part through separate steps makes the construction readable and lets optional parts be omitted","Builder replaces a hard-to-read multi-argument constructor with named steps, so optional knobs stay optional and the intent of each part is clear.","CodiNeo Creational module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-builder","Builder","in-module","","creational-builder:applying","","builder-select","applying","moderate","An HTTP request object has a required URL plus many optional pieces (headers, timeout, retries, body). The team wants required parts enforced and optionals set clearly, ending with one finished request. Which approach fits best?","Assemble it through ordered steps and a terminal finish call","Make the request a single shared global instance","Clone a pre-configured request each time","Provide one factory interface returning a family of related requests","A","Assemble it through ordered steps and a terminal finish call","Stepwise assembly that enforces required parts and ends with a terminal build is Builder; the distractors describe Singleton, Prototype, and Abstract Factory.","CodiNeo Creational module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-builder","Builder","in-module","","creational-builder:analyzing","","builder-identify","analyzing","difficult","Examine:  struct HouseBuilder { HouseBuilder& walls(int n); HouseBuilder& roof(std::string t); House build(); };  used as  House h = HouseBuilder{}.walls(4).roof(""tile"").build();  Which pattern does the presence of the terminal build() most strongly indicate?","Method Chaining only","Prototype","Builder (stepwise construction ending in a terminal build)","Singleton","C","Builder (stepwise construction ending in a terminal build)","Chained setters that culminate in a terminal build() returning a separate finished product point to Builder; pure Method Chaining configures the same object and lacks the distinct terminal build step.","Nesteruk (2022), Design Patterns in Modern C++; CodiNeo Creational module content","draft"
"creational","creational-builder","Builder","in-module","","creational-builder:evaluating","","builder-evaluate","evaluating","difficult","A ""builder"" exposes setters that return *this but has no terminal step and no separate product — callers just use the builder object itself as the final result. Does this honor Builder’s intent?","Yes — any class with chained setters is a complete Builder","Yes — a terminal step is forbidden in modern C++","No — Builder must be a Singleton to be valid","No — without a terminal step that yields a distinct finished product, this is fluent Method Chaining rather than Builder","D","No — without a terminal step that yields a distinct finished product, this is fluent Method Chaining rather than Builder","Builder’s intent is to assemble and then hand back a separate finished object via a terminal step; chained setters with no terminal product are Method Chaining, the closely related but distinct idiom.","Nesteruk (2022), Design Patterns in Modern C++; CodiNeo Creational module content","draft"
"creational","creational-factory-method","Factory Method","formal","A","creational-factory-method:A1","creational-factory-method:B1","fm-intent","remember","easy","What is the intent of the Factory Method pattern?","Define an interface for creating an object but let subclasses decide which concrete class to instantiate","Ensure a class has a single instance","Copy an existing object","Wrap an incompatible interface","A","Define an interface for creating an object but let subclasses decide which concrete class to instantiate","Factory Method defers the choice of concrete product to subclasses via an overridable creation method. The distractors describe Singleton, Prototype, and Adapter.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Creational module content","draft"
"creational","creational-factory-method","Factory Method","formal","A","creational-factory-method:A2","creational-factory-method:B2","fm-understand","understand","moderate","In Factory Method, who decides which concrete product is created?","The client’s calling code directly","The compiler","A subclass that overrides the creation method","A global registry only","C","A subclass that overrides the creation method","The creator declares a creation method; a subclass overrides it to choose the concrete product, decoupling clients from concretes.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-factory-method","Factory Method","formal","A","creational-factory-method:A3","creational-factory-method:B3","fm-select","apply","moderate","A framework defines a workflow but must let each plug-in decide which concrete document object the workflow creates. Which pattern fits?","Singleton","Prototype","Method Chaining","Factory Method","D","Factory Method","Letting subclasses/plug-ins choose the concrete product while the base defines the workflow is Factory Method; the distractors solve other problems.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-factory-method","Factory Method","formal","A","creational-factory-method:A4","creational-factory-method:B4","fm-identify","analyze","difficult","Examine:  struct Creator { virtual Product* create() = 0; void run(){ auto* p = create(); /* use p */ } };  struct PdfCreator : Creator { Product* create() override { return new Pdf(); } };  Which pattern is this?","Factory Method","Abstract Factory","Builder","Singleton","A","Factory Method","A base class with an overridable create() that subclasses implement to pick the concrete product is Factory Method (one product per call), not a family factory or step builder.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; Nesteruk (2022), Design Patterns in Modern C++","draft"
"creational","creational-factory-method","Factory Method","formal","A","creational-factory-method:A5","creational-factory-method:B5","fm-evaluate","evaluate","difficult","A class named ShapeFactory contains one giant switch on a string to new each shape, with no polymorphic creator. Is this Factory Method?","Yes — the name ShapeFactory makes it Factory Method","Yes — any creation code is Factory Method","No — Factory Method requires templates","No — the name does not matter; without a polymorphic creation method overridden by subclasses it is a simple/switch factory, not Factory Method","D","No — the name does not matter; without a polymorphic creation method overridden by subclasses it is a simple/switch factory, not Factory Method","Factory Method’s defining structure is a creation method overridden by subclasses; a string switch is a simple factory. The class name is not evidence of the pattern.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; Nesteruk (2022), Design Patterns in Modern C++","draft"
"creational","creational-factory-method","Factory Method","formal","B","creational-factory-method:B1","creational-factory-method:A1","fm-intent","remember","easy","Factory Method is best described as a pattern that ___.","guarantees a single shared instance","produces whole families of related products","lets subclasses decide which concrete class an overridable method instantiates","adds behaviour around an object transparently","C","lets subclasses decide which concrete class an overridable method instantiates","Factory Method delegates the concrete-product choice to subclasses through an overridable method. The distractors are Singleton, Abstract Factory, and Decorator.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Creational module content","draft"
"creational","creational-factory-method","Factory Method","formal","B","creational-factory-method:B2","creational-factory-method:A2","fm-understand","understand","moderate","How does Factory Method decouple a creator from the concrete products it uses?","By making the product a global variable","By hard-coding the product type in the base class","By cloning a prototype instance","By calling an overridable creation method, so subclasses supply the concrete type","D","By calling an overridable creation method, so subclasses supply the concrete type","The creator calls its own overridable creation method; subclasses decide the concrete type, so the creator never names a concrete product.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"creational","creational-factory-method","Factory Method","formal","B","creational-factory-method:B3","creational-factory-method:A3","fm-select","apply","moderate","A base dialog class runs the same open/close flow but each dialog kind must instantiate its own button type. Which pattern is most appropriate?","Singleton","Factory Method","Adapter","Prototype","B","Factory Method","A shared flow whose concrete sub-object is chosen by subclasses is Factory Method; the distractors address single-instance, interface conversion, and copying.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
